qid,n_words,t_suf_global,phi_suf_global,t_suf_perq,phi_suf_perq
test1771,8,,,,
test1772,8,3,0.375,3,0.375
test1773,9,3,0.3333,5,0.5556
test1774,8,,,,
test1775,10,,,5,0.5
test1776,9,7,0.7778,9,1.0
test1777,8,4,0.5,4,0.5
test1778,12,11,0.9167,,
test1779,7,4,0.5714,4,0.5714
test1780,8,,,,
test1781,8,5,0.625,5,0.625
test1782,8,,,,
test1783,8,6,0.75,6,0.75
test1784,8,3,0.375,3,0.375
test1785,8,7,0.875,,
test1786,15,3,0.2,4,0.2667
test1787,8,,,,
test1788,8,6,0.75,,
test1789,10,8,0.8,10,1.0
test1790,11,10,0.9091,10,0.9091
test1791,9,3,0.3333,3,0.3333
test1792,8,4,0.5,4,0.5
test1793,15,6,0.4,6,0.4
test1794,8,8,1.0,,
test1795,8,5,0.625,5,0.625
test1796,9,8,0.8889,9,1.0
test1797,8,7,0.875,4,0.5
test1798,9,6,0.6667,,
test1799,9,7,0.7778,9,1.0
test1800,8,6,0.75,5,0.625
test1801,13,3,0.2308,3,0.2308
test1802,11,8,0.7273,8,0.7273
test1803,9,,,,
test1804,8,,,,
test1805,8,4,0.5,4,0.5
test1806,8,7,0.875,7,0.875
test1807,12,,,,
test1808,9,5,0.5556,,
test1809,8,3,0.375,3,0.375
test1810,8,,,,
test1811,13,1,0.0769,1,0.0769
test1812,8,,,,
test1813,8,4,0.5,4,0.5
test1814,8,7,0.875,7,0.875
test1815,8,7,0.875,7,0.875
test1816,8,8,1.0,,
test1817,11,8,0.7273,8,0.7273
test1818,9,,,,
test1819,8,7,0.875,2,0.25
test1820,10,,,,
test1821,10,,,,
test1822,11,6,0.5455,5,0.4545
test1823,8,7,0.875,7,0.875
test1824,10,,,,
test1825,9,8,0.8889,,
test1826,8,,,,
test1827,9,,,,
test1828,12,,,,
test1829,10,9,0.9,,
test1830,11,,,,
test1831,8,5,0.625,6,0.75
test1832,8,,,,
test1833,10,3,0.3,3,0.3
test1834,11,9,0.8182,,
test1835,9,,,,
test1836,8,8,1.0,,
test1837,10,8,0.8,9,0.9
test1838,8,,,,
test1839,8,,,,
test1840,8,7,0.875,7,0.875
test1841,9,8,0.8889,8,0.8889
test1842,9,8,0.8889,9,1.0
test1843,9,7,0.7778,1,0.1111
test1844,8,1,0.125,1,0.125
test1845,10,,,,
test1846,14,4,0.2857,4,0.2857
test1847,8,6,0.75,5,0.625
test1848,8,4,0.5,3,0.375
test1849,8,5,0.625,5,0.625
test1850,8,,,8,1.0
test1851,10,5,0.5,6,0.6
test1852,10,,,,
test1853,8,5,0.625,5,0.625
test1854,9,4,0.4444,4,0.4444
test1855,8,5,0.625,5,0.625
test1856,12,8,0.6667,12,1.0
test1857,8,6,0.75,4,0.5
test1858,10,10,1.0,10,1.0
test1859,10,6,0.6,6,0.6
test1860,8,,,,
test1861,9,3,0.3333,3,0.3333
test1862,8,3,0.375,4,0.5
test1863,11,9,0.8182,9,0.8182
test1864,13,5,0.3846,5,0.3846
test1865,8,,,8,1.0
test1866,8,7,0.875,7,0.875
test1867,10,7,0.7,,
test1868,9,1,0.1111,1,0.1111
test1869,9,5,0.5556,5,0.5556
test1870,8,1,0.125,1,0.125
test1871,8,5,0.625,5,0.625
test1872,8,,,,
test1873,11,,,,
test1874,9,2,0.2222,2,0.2222
test1875,8,5,0.625,7,0.875
test1876,9,5,0.5556,5,0.5556
test1877,12,7,0.5833,7,0.5833
test1878,11,11,1.0,11,1.0
test1879,9,1,0.1111,1,0.1111
test1880,9,7,0.7778,,
test1881,8,3,0.375,3,0.375
test1882,8,7,0.875,7,0.875
test1883,11,,,,
test1884,10,7,0.7,6,0.6
test1885,8,5,0.625,4,0.5
test1886,9,9,1.0,8,0.8889
test1887,8,5,0.625,4,0.5
test1888,8,4,0.5,4,0.5
test1889,8,5,0.625,,
test1890,9,6,0.6667,6,0.6667
test1891,12,10,0.8333,10,0.8333
test1892,9,3,0.3333,3,0.3333
test1893,9,,,5,0.5556
test1894,10,,,,
test1895,10,,,,
test1896,9,7,0.7778,7,0.7778
test1897,8,,,8,1.0
test1898,8,8,1.0,,
test1899,17,3,0.1765,3,0.1765
test1900,9,4,0.4444,2,0.2222
test1901,8,6,0.75,6,0.75
test1902,11,5,0.4545,6,0.5455
test1903,8,7,0.875,7,0.875
test1904,8,,,,
test1905,8,6,0.75,6,0.75
test1906,8,,,,
test1907,8,4,0.5,4,0.5
test1908,8,6,0.75,6,0.75
test1909,9,9,1.0,,
test1910,15,4,0.2667,4,0.2667
test1911,9,6,0.6667,8,0.8889
test1912,12,9,0.75,9,0.75
test1913,9,8,0.8889,8,0.8889
test1914,17,5,0.2941,5,0.2941
test1915,8,5,0.625,5,0.625
test1916,9,8,0.8889,8,0.8889
test1917,9,,,9,1.0
test1918,10,10,1.0,10,1.0
test1919,13,8,0.6154,7,0.5385
test1920,9,4,0.4444,4,0.4444
test1921,9,8,0.8889,8,0.8889
test1922,8,,,,
test1923,8,3,0.375,3,0.375
test1924,9,,,,
test1925,11,10,0.9091,10,0.9091
test1926,8,8,1.0,8,1.0
test1927,9,8,0.8889,9,1.0
test1928,8,5,0.625,5,0.625
test1929,11,7,0.6364,7,0.6364
test1930,8,8,1.0,,
test1931,8,4,0.5,,
test1932,11,9,0.8182,10,0.9091
test1933,8,7,0.875,7,0.875
test1934,8,8,1.0,,
test1935,10,8,0.8,8,0.8
test1936,8,6,0.75,4,0.5
test1937,8,,,,
test1938,8,,,,
test1939,9,8,0.8889,8,0.8889
test1940,8,4,0.5,5,0.625
test1941,10,3,0.3,4,0.4
test1942,9,6,0.6667,6,0.6667
test1943,8,,,,
test1944,11,10,0.9091,,
test1945,9,6,0.6667,,
test1946,9,,,,
test1947,10,5,0.5,5,0.5
test1948,8,,,,
test1949,8,3,0.375,3,0.375
test1950,9,9,1.0,,
test1951,11,9,0.8182,10,0.9091
test1952,7,5,0.7143,5,0.7143
test1953,8,4,0.5,5,0.625
test1954,11,,,,
test1955,9,,,,
test1956,8,5,0.625,5,0.625
test1957,8,2,0.25,2,0.25
test1958,8,5,0.625,6,0.75
test1959,11,7,0.6364,11,1.0
test1960,8,,,,
test1961,11,4,0.3636,6,0.5455
test1962,13,7,0.5385,6,0.4615
test1963,8,7,0.875,,
test1964,8,6,0.75,6,0.75
test1965,8,,,,
test1966,13,1,0.0769,1,0.0769
test1967,13,7,0.5385,1,0.0769
test1968,8,,,,
test1969,9,3,0.3333,8,0.8889
test1970,11,6,0.5455,11,1.0
test1971,8,8,1.0,8,1.0
test1972,8,6,0.75,7,0.875
test1973,11,,,,
test1974,8,5,0.625,3,0.375
test1975,8,,,,
test1976,8,8,1.0,8,1.0
test1977,10,6,0.6,6,0.6
test1978,8,,,,
test1979,9,,,,
test1980,8,6,0.75,,
test1981,8,5,0.625,5,0.625
test1982,12,,,,
test1983,8,,,,
test1984,9,4,0.4444,4,0.4444
test1985,8,4,0.5,4,0.5
test1986,8,,,,
test1987,8,5,0.625,4,0.5
test1988,10,7,0.7,7,0.7
test1989,14,1,0.0714,1,0.0714
test1990,9,4,0.4444,5,0.5556
test1991,8,8,1.0,,
test1992,7,,,,
test1993,16,12,0.75,12,0.75
test1994,8,,,,
test1995,12,6,0.5,6,0.5
test1996,9,7,0.7778,9,1.0
test1997,8,4,0.5,4,0.5
test1998,8,3,0.375,3,0.375
test1999,8,,,3,0.375
test2000,7,3,0.4286,3,0.4286
test2001,8,,,,
test2002,9,8,0.8889,8,0.8889
test2003,10,5,0.5,,
test2004,8,8,1.0,6,0.75
test2005,8,5,0.625,5,0.625
test2006,8,6,0.75,4,0.5
test2007,9,5,0.5556,7,0.7778
test2008,8,4,0.5,4,0.5
test2009,8,5,0.625,5,0.625
test2010,8,8,1.0,,
test2011,9,8,0.8889,8,0.8889
test2012,9,3,0.3333,3,0.3333
test2013,8,4,0.5,1,0.125
test2014,11,4,0.3636,7,0.6364
test2015,10,7,0.7,8,0.8
test2016,8,5,0.625,5,0.625
test2017,11,9,0.8182,9,0.8182
test2018,8,5,0.625,5,0.625
test2019,8,,,,
test2020,9,4,0.4444,4,0.4444
test2021,11,10,0.9091,,
test2022,8,4,0.5,4,0.5
test2023,11,1,0.0909,1,0.0909
test2024,8,3,0.375,3,0.375
test2025,9,5,0.5556,6,0.6667
test2026,14,9,0.6429,10,0.7143
test2027,8,3,0.375,3,0.375
test2028,8,3,0.375,3,0.375
test2029,7,7,1.0,,
test2030,8,7,0.875,1,0.125
test2031,9,3,0.3333,4,0.4444
test2032,9,7,0.7778,8,0.8889
test2033,9,9,1.0,,
test2034,8,,,,
test2035,8,8,1.0,,
test2036,13,12,0.9231,8,0.6154
test2037,8,,,,
test2038,8,6,0.75,6,0.75
test2039,16,,,,
test2040,9,9,1.0,,
test2041,9,6,0.6667,6,0.6667
test2042,12,,,,
test2043,8,4,0.5,2,0.25
test2044,8,5,0.625,3,0.375
test2045,8,4,0.5,4,0.5
test2046,8,4,0.5,4,0.5
test2047,10,6,0.6,6,0.6
test2048,9,8,0.8889,,
test2049,8,,,,
test2050,9,7,0.7778,7,0.7778
test2051,10,7,0.7,7,0.7
test2052,8,,,,
test2053,7,5,0.7143,6,0.8571
test2054,14,5,0.3571,5,0.3571
test2055,11,5,0.4545,4,0.3636
test2056,9,4,0.4444,4,0.4444
test2057,16,13,0.8125,13,0.8125
test2058,8,3,0.375,3,0.375
test2059,12,4,0.3333,4,0.3333
test2060,10,,,,
test2061,9,4,0.4444,2,0.2222
test2062,9,,,,
test2063,8,5,0.625,5,0.625
test2064,10,4,0.4,4,0.4
test2065,9,8,0.8889,8,0.8889
test2066,9,4,0.4444,4,0.4444
test2067,8,,,,
test2068,9,4,0.4444,4,0.4444
test2069,11,5,0.4545,9,0.8182
test2070,8,3,0.375,3,0.375
test2071,16,,,,
test2072,9,6,0.6667,7,0.7778
test2073,11,11,1.0,5,0.4545
test2074,11,6,0.5455,6,0.5455
test2075,10,7,0.7,6,0.6
test2076,8,2,0.25,1,0.125
test2077,10,6,0.6,4,0.4
test2078,16,8,0.5,8,0.5
test2079,8,3,0.375,3,0.375
test2080,10,,,,
test2081,8,6,0.75,6,0.75
test2082,8,5,0.625,5,0.625
test2083,7,6,0.8571,3,0.4286
test2084,9,7,0.7778,2,0.2222
test2085,9,7,0.7778,7,0.7778
test2086,10,8,0.8,9,0.9
test2087,8,,,,
test2088,9,9,1.0,,
test2089,11,4,0.3636,4,0.3636
test2090,8,7,0.875,,
test2091,8,8,1.0,,
test2092,10,10,1.0,10,1.0
test2093,12,1,0.0833,1,0.0833
test2094,8,6,0.75,6,0.75
test2095,8,6,0.75,6,0.75
test2096,10,7,0.7,,
test2097,8,7,0.875,,
test2098,11,5,0.4545,5,0.4545
test2099,8,6,0.75,6,0.75
test2100,9,9,1.0,9,1.0
test2101,8,8,1.0,8,1.0
test2102,10,,,,
test2103,10,7,0.7,,
test2104,9,4,0.4444,4,0.4444
test2105,8,8,1.0,8,1.0
test2106,8,7,0.875,8,1.0
test2107,10,,,10,1.0
test2108,10,5,0.5,3,0.3
test2109,11,5,0.4545,5,0.4545
test2110,11,8,0.7273,11,1.0
test2111,8,8,1.0,8,1.0
test2112,10,,,,
test2113,10,10,1.0,10,1.0
test2114,11,2,0.1818,2,0.1818
test2115,16,7,0.4375,,
test2116,11,5,0.4545,7,0.6364
test2117,9,,,,
test2118,9,,,,
test2119,8,4,0.5,4,0.5
test2120,8,7,0.875,7,0.875
test2121,10,5,0.5,5,0.5
test2122,10,7,0.7,7,0.7
test2123,7,,,,
test2124,10,3,0.3,4,0.4
test2125,11,4,0.3636,5,0.4545
test2126,8,5,0.625,8,1.0
test2127,8,7,0.875,7,0.875
test2128,8,8,1.0,8,1.0
test2129,8,7,0.875,7,0.875
test2130,8,4,0.5,,
test2131,8,,,,
test2132,8,4,0.5,,
test2133,8,5,0.625,5,0.625
test2134,8,5,0.625,5,0.625
test2135,16,16,1.0,,
test2136,10,4,0.4,,
test2137,8,,,,
test2138,11,7,0.6364,10,0.9091
test2139,8,5,0.625,5,0.625
test2140,9,5,0.5556,6,0.6667
test2141,8,6,0.75,6,0.75
test2142,11,3,0.2727,6,0.5455
test2143,15,6,0.4,6,0.4
test2144,8,,,,
test2145,8,6,0.75,8,1.0
test2146,12,5,0.4167,5,0.4167
test2147,9,9,1.0,6,0.6667
test2148,12,10,0.8333,12,1.0
test2149,8,,,,
test2150,9,9,1.0,7,0.7778
test2151,9,8,0.8889,8,0.8889
test2152,8,6,0.75,8,1.0
test2153,12,8,0.6667,10,0.8333
test2154,8,,,,
test2155,12,8,0.6667,9,0.75
test2156,8,8,1.0,,
test2157,18,6,0.3333,6,0.3333
test2158,10,8,0.8,,
test2159,9,,,,
test2160,10,6,0.6,5,0.5
test2161,9,,,,
test2162,8,,,,
test2163,12,8,0.6667,6,0.5
test2164,9,5,0.5556,5,0.5556
test2165,8,4,0.5,,
test2166,8,8,1.0,8,1.0
test2167,8,3,0.375,3,0.375
test2168,8,8,1.0,8,1.0
test2169,8,,,,
test2170,8,5,0.625,4,0.5
test2171,9,3,0.3333,3,0.3333
test2172,9,4,0.4444,4,0.4444
test2173,8,7,0.875,,
test2174,9,5,0.5556,5,0.5556
test2175,8,,,,
test2176,8,5,0.625,5,0.625
test2177,8,4,0.5,4,0.5
test2178,8,8,1.0,8,1.0
test2179,11,2,0.1818,2,0.1818
test2180,8,8,1.0,8,1.0
test2181,8,5,0.625,7,0.875
test2182,9,,,,
test2183,8,5,0.625,5,0.625
test2184,8,,,,
test2185,9,8,0.8889,5,0.5556
test2186,9,6,0.6667,7,0.7778
test2187,8,3,0.375,2,0.25
test2188,11,7,0.6364,,
test2189,8,5,0.625,5,0.625
test2190,10,8,0.8,8,0.8
test2191,8,6,0.75,6,0.75
test2192,12,5,0.4167,9,0.75
test2193,11,4,0.3636,3,0.2727
test2194,9,,,,
test2195,9,9,1.0,,
test2196,8,4,0.5,4,0.5
test2197,10,7,0.7,7,0.7
test2198,8,,,,
test2199,9,5,0.5556,5,0.5556
test2200,8,4,0.5,4,0.5
test2201,8,5,0.625,,
test2202,11,6,0.5455,6,0.5455
test2203,7,7,1.0,7,1.0
test2204,8,8,1.0,8,1.0
test2205,8,4,0.5,4,0.5
test2206,7,,,3,0.4286
test2207,9,7,0.7778,7,0.7778
test2208,8,8,1.0,,
test2209,8,5,0.625,4,0.5
test2210,8,,,5,0.625
test2211,8,1,0.125,1,0.125
test2212,8,8,1.0,8,1.0
test2213,9,2,0.2222,2,0.2222
test2214,8,3,0.375,7,0.875
test2215,12,6,0.5,1,0.0833
test2216,8,5,0.625,5,0.625
test2217,9,,,8,0.8889
test2218,8,3,0.375,3,0.375
test2219,9,4,0.4444,5,0.5556
test2220,8,5,0.625,5,0.625
test2221,7,5,0.7143,3,0.4286
test2222,8,5,0.625,6,0.75
test2223,8,,,,
test2224,8,8,1.0,1,0.125
test2225,10,9,0.9,10,1.0
test2226,11,6,0.5455,,
test2227,9,8,0.8889,,
test2228,12,,,,
test2229,11,6,0.5455,6,0.5455
test2230,10,5,0.5,10,1.0
test2231,9,6,0.6667,7,0.7778
test2232,9,,,,
test2233,8,6,0.75,,
test2234,9,5,0.5556,6,0.6667
test2235,9,4,0.4444,4,0.4444
test2236,7,5,0.7143,6,0.8571
test2237,10,,,6,0.6
test2238,14,,,,
test2239,9,5,0.5556,6,0.6667
test2240,8,4,0.5,4,0.5
test2241,10,8,0.8,8,0.8
test2242,10,2,0.2,2,0.2
test2243,10,,,,
test2244,9,3,0.3333,3,0.3333
test2245,8,,,,
test2246,8,7,0.875,7,0.875
test2247,8,2,0.25,1,0.125
test2248,8,5,0.625,5,0.625
test2249,8,,,,
test2250,8,,,,
test2251,11,,,11,1.0
test2252,9,2,0.2222,2,0.2222
test2253,9,6,0.6667,,
test2254,8,7,0.875,,
test2255,8,,,,
test2256,8,7,0.875,7,0.875
test2257,8,6,0.75,7,0.875
test2258,8,6,0.75,6,0.75
test2259,8,8,1.0,8,1.0
test2260,9,3,0.3333,,
test2261,8,4,0.5,4,0.5
test2262,8,5,0.625,,
test2263,15,1,0.0667,1,0.0667
test2264,8,4,0.5,4,0.5
test2265,9,2,0.2222,2,0.2222
test2266,12,10,0.8333,10,0.8333
test2267,10,6,0.6,3,0.3
test2268,9,3,0.3333,3,0.3333
test2269,9,,,,
test2270,11,,,,
test2271,8,4,0.5,7,0.875
test2272,9,4,0.4444,4,0.4444
test2273,8,,,,
test2274,9,5,0.5556,5,0.5556
test2275,8,8,1.0,,
test2276,8,5,0.625,5,0.625
test2277,8,3,0.375,3,0.375
test2278,8,1,0.125,1,0.125
test2279,8,,,,
test2280,8,5,0.625,7,0.875
test2281,15,,,,
test2282,8,,,,
test2283,14,10,0.7143,12,0.8571
test2284,8,8,1.0,7,0.875
test2285,12,12,1.0,,
test2286,9,3,0.3333,3,0.3333
test2287,10,,,3,0.3
test2288,14,3,0.2143,3,0.2143
test2289,10,4,0.4,5,0.5
test2290,8,6,0.75,6,0.75
test2291,8,,,,
test2292,8,5,0.625,5,0.625
test2293,8,6,0.75,,
test2294,8,6,0.75,,
test2295,10,,,,
test2296,8,7,0.875,8,1.0
test2297,11,6,0.5455,6,0.5455
test2298,10,4,0.4,4,0.4
test2299,10,10,1.0,6,0.6
test2300,8,,,,
test2301,11,7,0.6364,8,0.7273
test2302,15,3,0.2,3,0.2
test2303,8,7,0.875,7,0.875
test2304,8,,,,
test2305,9,5,0.5556,5,0.5556
test2306,9,7,0.7778,,
test2307,8,7,0.875,8,1.0
test2308,9,8,0.8889,9,1.0
test2309,11,8,0.7273,8,0.7273
test2310,8,3,0.375,3,0.375
test2311,13,5,0.3846,8,0.6154
test2312,15,8,0.5333,8,0.5333
test2313,10,4,0.4,2,0.2
test2314,11,10,0.9091,,
test2315,9,8,0.8889,,
test2316,9,,,4,0.4444
test2317,8,6,0.75,6,0.75
test2318,8,4,0.5,4,0.5
test2319,10,,,,
test2320,13,8,0.6154,,
test2321,11,,,,
test2322,13,8,0.6154,5,0.3846
test2323,8,5,0.625,6,0.75
test2324,9,7,0.7778,7,0.7778
test2325,14,6,0.4286,6,0.4286
test2326,10,9,0.9,,
test2327,8,5,0.625,6,0.75
test2328,8,8,1.0,8,1.0
test2329,8,3,0.375,3,0.375
test2330,8,,,,
test2331,8,4,0.5,4,0.5
test2332,10,5,0.5,1,0.1
test2333,12,7,0.5833,7,0.5833
test2334,8,6,0.75,6,0.75
test2335,13,9,0.6923,13,1.0
test2336,8,6,0.75,4,0.5
test2337,8,,,,
test2338,8,8,1.0,8,1.0
test2339,10,9,0.9,3,0.3
test2340,9,5,0.5556,4,0.4444
test2341,8,8,1.0,8,1.0
test2342,8,8,1.0,,
test2343,9,8,0.8889,9,1.0
test2344,13,,,,
test2345,8,2,0.25,1,0.125
test2346,9,5,0.5556,5,0.5556
test2347,8,8,1.0,,
test2348,8,,,,
test2349,8,3,0.375,3,0.375
test2350,15,,,,
test2351,10,10,1.0,9,0.9
test2352,12,3,0.25,3,0.25
test2353,9,5,0.5556,5,0.5556
test2354,9,5,0.5556,5,0.5556
test2355,8,6,0.75,6,0.75
test2356,8,,,,
test2357,11,10,0.9091,10,0.9091
test2358,9,,,,
test2359,10,4,0.4,4,0.4
test2360,9,,,,
test2361,9,7,0.7778,9,1.0
test2362,9,,,,
test2363,8,6,0.75,6,0.75
test2364,10,1,0.1,1,0.1
test2365,8,7,0.875,,
test2366,9,6,0.6667,7,0.7778
test2367,11,,,,
test2368,9,8,0.8889,,
test2369,8,3,0.375,3,0.375
test2370,8,8,1.0,3,0.375
test2371,9,,,,
test2372,8,,,,
test2373,11,3,0.2727,3,0.2727
test2374,8,,,8,1.0
test2375,8,7,0.875,6,0.75
test2376,8,4,0.5,8,1.0
test2377,8,,,,
test2378,9,,,,
test2379,10,6,0.6,6,0.6
test2380,10,,,,
test2381,12,10,0.8333,,
test2382,8,6,0.75,6,0.75
test2383,11,,,,
test2384,11,,,,
test2385,11,8,0.7273,8,0.7273
test2386,8,,,,
test2387,10,4,0.4,,
test2388,8,6,0.75,6,0.75
test2389,8,6,0.75,3,0.375
test2390,9,8,0.8889,,
test2391,10,6,0.6,,
test2392,8,,,,
test2393,9,,,,
test2394,8,3,0.375,4,0.5
test2395,8,7,0.875,8,1.0
test2396,7,4,0.5714,4,0.5714
test2397,9,,,,
test2398,10,,,,
test2399,8,4,0.5,4,0.5
test2400,9,8,0.8889,,
test2401,10,2,0.2,2,0.2
test2402,9,8,0.8889,,
test2403,8,6,0.75,6,0.75
test2404,9,,,,
test2405,9,4,0.4444,4,0.4444
test2406,10,,,,
test2407,9,,,,
test2408,9,,,,
test2409,10,,,9,0.9
test2410,11,,,,
test2411,9,,,,
test2412,8,,,,
test2413,10,4,0.4,4,0.4
test2414,10,,,,
test2415,8,7,0.875,6,0.75
test2416,8,6,0.75,6,0.75
test2417,9,5,0.5556,6,0.6667
test2418,8,3,0.375,3,0.375
test2419,8,5,0.625,7,0.875
test2420,7,5,0.7143,4,0.5714
test2421,11,10,0.9091,,
test2422,8,6,0.75,6,0.75
test2423,8,3,0.375,,
test2424,12,3,0.25,2,0.1667
test2425,8,,,6,0.75
test2426,8,8,1.0,8,1.0
test2427,10,10,1.0,10,1.0
test2428,12,4,0.3333,4,0.3333
test2429,8,,,,
test2430,8,7,0.875,4,0.5
test2431,14,6,0.4286,5,0.3571
test2432,8,7,0.875,7,0.875
test2433,10,10,1.0,10,1.0
test2434,8,2,0.25,2,0.25
test2435,8,6,0.75,6,0.75
test2436,8,3,0.375,3,0.375
test2437,12,5,0.4167,5,0.4167
test2438,8,5,0.625,7,0.875
test2439,8,6,0.75,3,0.375
test2440,8,4,0.5,7,0.875
test2441,8,6,0.75,6,0.75
test2442,13,6,0.4615,,
test2443,8,5,0.625,7,0.875
test2444,8,,,,
test2445,9,4,0.4444,4,0.4444
test2446,8,,,,
test2447,8,,,8,1.0
test2448,8,8,1.0,,
test2449,11,3,0.2727,,
test2450,8,4,0.5,4,0.5
test2451,8,5,0.625,6,0.75
test2452,11,,,,
test2453,8,1,0.125,1,0.125
test2454,8,3,0.375,3,0.375
test2455,9,7,0.7778,4,0.4444
test2456,8,5,0.625,5,0.625
test2457,10,9,0.9,10,1.0
test2458,8,6,0.75,6,0.75
test2459,9,,,,
test2460,8,,,,
test2461,8,7,0.875,5,0.625
test2462,9,4,0.4444,5,0.5556
test2463,8,6,0.75,3,0.375
test2464,11,7,0.6364,7,0.6364
test2465,11,9,0.8182,10,0.9091
test2466,8,3,0.375,3,0.375
test2467,9,7,0.7778,,
test2468,8,3,0.375,3,0.375
test2469,10,3,0.3,3,0.3
test2470,8,8,1.0,,
test2471,9,6,0.6667,6,0.6667
test2472,8,7,0.875,7,0.875
test2473,9,,,1,0.1111
test2474,8,8,1.0,8,1.0
test2475,10,4,0.4,4,0.4
test2476,8,7,0.875,,
test2477,13,9,0.6923,,
test2478,8,5,0.625,5,0.625
test2479,8,,,,
test2480,10,8,0.8,5,0.5
test2481,8,4,0.5,4,0.5
test2482,8,8,1.0,,
test2483,12,1,0.0833,1,0.0833
test2484,9,3,0.3333,3,0.3333
test2485,8,4,0.5,6,0.75
test2486,12,8,0.6667,8,0.6667
test2487,8,4,0.5,4,0.5
test2488,12,6,0.5,6,0.5
test2489,9,8,0.8889,,
test2490,12,11,0.9167,12,1.0
test2491,9,9,1.0,,
test2492,8,,,,
test2493,8,6,0.75,6,0.75
test2494,8,5,0.625,4,0.5
test2495,9,4,0.4444,4,0.4444
test2496,13,7,0.5385,9,0.6923
test2497,8,3,0.375,3,0.375
test2498,8,4,0.5,1,0.125
test2499,12,7,0.5833,7,0.5833
test2500,8,,,,
test2501,8,,,,
test2502,11,,,,
test2503,11,6,0.5455,6,0.5455
test2504,8,4,0.5,4,0.5
test2505,10,,,,
test2506,9,6,0.6667,9,1.0
test2507,10,6,0.6,6,0.6
test2508,9,1,0.1111,1,0.1111
test2509,8,3,0.375,3,0.375
test2510,10,2,0.2,1,0.1
test2511,8,3,0.375,3,0.375
test2512,7,5,0.7143,,
test2513,8,4,0.5,3,0.375
test2514,8,4,0.5,,
test2515,9,6,0.6667,,
test2516,8,6,0.75,6,0.75
test2517,14,12,0.8571,10,0.7143
test2518,8,6,0.75,7,0.875
test2519,9,4,0.4444,4,0.4444
test2520,8,3,0.375,3,0.375
test2521,8,6,0.75,6,0.75
test2522,8,8,1.0,8,1.0
test2523,8,5,0.625,5,0.625
test2524,8,6,0.75,,
test2525,8,6,0.75,6,0.75
test2526,10,,,,
test2527,8,4,0.5,4,0.5
test2528,9,,,,
test2529,8,5,0.625,5,0.625
test2530,10,4,0.4,4,0.4
test2531,8,7,0.875,7,0.875
test2532,13,3,0.2308,4,0.3077
test2533,8,3,0.375,3,0.375
test2534,9,5,0.5556,6,0.6667
test2535,8,7,0.875,,
test2536,9,8,0.8889,6,0.6667
test2537,8,6,0.75,2,0.25
test2538,8,4,0.5,4,0.5
test2539,8,3,0.375,7,0.875
test2540,8,7,0.875,7,0.875
test2541,8,,,,
test2542,9,9,1.0,9,1.0
test2543,9,6,0.6667,8,0.8889
test2544,8,8,1.0,,
test2545,8,6,0.75,6,0.75
test2546,11,,,,
test2547,12,11,0.9167,11,0.9167
test2548,8,8,1.0,8,1.0
test2549,9,,,,
test2550,9,7,0.7778,7,0.7778
test2551,8,8,1.0,,
test2552,8,8,1.0,8,1.0
test2553,11,5,0.4545,9,0.8182
test2554,8,6,0.75,6,0.75
test2555,9,8,0.8889,,
test2556,9,9,1.0,,
test2557,7,6,0.8571,7,1.0
test2558,12,7,0.5833,7,0.5833
test2559,9,3,0.3333,4,0.4444
test2560,9,5,0.5556,6,0.6667
test2561,8,5,0.625,4,0.5
test2562,8,6,0.75,6,0.75
test2563,10,8,0.8,,
test2564,10,6,0.6,8,0.8
test2565,10,4,0.4,4,0.4
test2566,8,,,,
test2567,7,6,0.8571,6,0.8571
test2568,8,8,1.0,,
test2569,13,9,0.6923,9,0.6923
test2570,10,8,0.8,8,0.8
test2571,10,1,0.1,1,0.1
test2572,8,6,0.75,,
test2573,10,6,0.6,6,0.6
test2574,8,7,0.875,7,0.875
test2575,8,5,0.625,5,0.625
test2576,9,4,0.4444,7,0.7778
test2577,8,7,0.875,7,0.875
test2578,8,6,0.75,7,0.875
test2579,8,5,0.625,5,0.625
test2580,10,9,0.9,9,0.9
test2581,8,6,0.75,8,1.0
test2582,17,14,0.8235,15,0.8824
test2583,11,4,0.3636,2,0.1818
test2584,8,,,,
test2585,8,,,,
test2586,14,7,0.5,4,0.2857
test2587,7,4,0.5714,5,0.7143
test2588,10,10,1.0,7,0.7
test2589,12,9,0.75,9,0.75
test2590,9,6,0.6667,7,0.7778
test2591,8,4,0.5,4,0.5
test2592,11,7,0.6364,7,0.6364
test2593,11,9,0.8182,2,0.1818
test2594,8,6,0.75,7,0.875
test2595,10,4,0.4,4,0.4
test2596,9,4,0.4444,4,0.4444
test2597,10,10,1.0,10,1.0
test2598,9,6,0.6667,6,0.6667
test2599,8,,,,
test2600,9,9,1.0,9,1.0
test2601,8,,,,
test2602,8,,,,
test2603,17,,,,
test2604,8,6,0.75,6,0.75
test2605,8,4,0.5,4,0.5
test2606,11,8,0.7273,1,0.0909
test2607,8,5,0.625,3,0.375
test2608,8,5,0.625,8,1.0
test2609,9,9,1.0,9,1.0
test2610,8,5,0.625,5,0.625
test2611,8,8,1.0,,
test2612,8,6,0.75,6,0.75
test2613,8,4,0.5,4,0.5
test2614,8,5,0.625,5,0.625
test2615,9,4,0.4444,4,0.4444
test2616,8,7,0.875,7,0.875
test2617,8,6,0.75,6,0.75
test2618,8,6,0.75,,
test2619,8,7,0.875,8,1.0
